anon_id,course_year,course_code,course_name,assessment_mark
Sa96d203a,2019/0,MATH08058,Calculus and its Applications,87
Se66cd1fe,2019/0,MATH08057,Introduction to Linear Algebra,53
Se66cd1fe,2019/0,MATH08058,Calculus and its Applications,81
S6c46fd28,2019/0,MATH08057,Introduction to Linear Algebra,50
S7d59d3a8,2019/0,MATH08058,Calculus and its Applications,81
Sd1d60c28,2019/0,MATH07003,Fundamentals of Algebra and Calculus,0
S8588779e,2019/0,MATH08057,Introduction to Linear Algebra,60
S8588779e,2019/0,MATH08058,Calculus and its Applications,100
S4f9f3e2d,2019/0,MATH07003,Fundamentals of Algebra and Calculus,67
S4f9f3e2d,2019/0,MATH08057,Introduction to Linear Algebra,50
S4f9f3e2d,2019/0,MATH08058,Calculus and its Applications,88
S287ec180,2019/0,MATH08058,Calculus and its Applications,89
S25b1d892,2019/0,MATH08057,Introduction to Linear Algebra,90
S25b1d892,2019/0,MATH08058,Calculus and its Applications,100
S34300189,2019/0,MATH07003,Fundamentals of Algebra and Calculus,79
S34300189,2019/0,MATH08057,Introduction to Linear Algebra,71
S34300189,2019/0,MATH08058,Calculus and its Applications,89
Sef3866ba,2019/0,MATH08057,Introduction to Linear Algebra,57
Sef3866ba,2019/0,MATH08058,Calculus and its Applications,90
S31eeedd7,2019/0,MATH08057,Introduction to Linear Algebra,88
S31eeedd7,2019/0,MATH08058,Calculus and its Applications,100
Scd703bb3,2019/0,MATH08057,Introduction to Linear Algebra,75
Scd703bb3,2019/0,MATH08058,Calculus and its Applications,98
S87e50db6,2019/0,MATH08057,Introduction to Linear Algebra,67
S87e50db6,2019/0,MATH08058,Calculus and its Applications,81
S2a53ca80,2019/0,MATH08057,Introduction to Linear Algebra,66
S2a53ca80,2019/0,MATH08058,Calculus and its Applications,75
S4dbadc72,2019/0,MATH07003,Fundamentals of Algebra and Calculus,67
S4dbadc72,2019/0,MATH08058,Calculus and its Applications,68
S4dbadc72,2020/1,MATH08057,Introduction to Linear Algebra,53
S47ae46d4,2019/0,MATH08057,Introduction to Linear Algebra,91
S47ae46d4,2019/0,MATH08058,Calculus and its Applications,100
S3ec485e2,2019/0,MATH07003,Fundamentals of Algebra and Calculus,74
S3ec485e2,2019/0,MATH08057,Introduction to Linear Algebra,40
S3ec485e2,2019/0,MATH08058,Calculus and its Applications,96
Sd3ad8a94,2019/0,MATH08057,Introduction to Linear Algebra,95
Sd3ad8a94,2019/0,MATH08058,Calculus and its Applications,100
Saf19a5fc,2019/0,MATH08057,Introduction to Linear Algebra,58
Se5cce2d1,2020/1,MATH07003,Fundamentals of Algebra and Calculus,87
Sefcc370b,2019/0,MATH08057,Introduction to Linear Algebra,36
Sefcc370b,2019/0,MATH08058,Calculus and its Applications,45
Sf1fbc256,2019/0,MATH08057,Introduction to Linear Algebra,72
Sf1fbc256,2019/0,MATH08058,Calculus and its Applications,98
S190c5056,2020/1,MATH08057,Introduction to Linear Algebra,85
S190c5056,2020/1,MATH08058,Calculus and its Applications,NA
S9d37bfeb,2019/0,MATH07003,Fundamentals of Algebra and Calculus,62
S9d37bfeb,2019/0,MATH08057,Introduction to Linear Algebra,70
S9d37bfeb,2019/0,MATH08058,Calculus and its Applications,98
S5d6a081d,2019/0,MATH08057,Introduction to Linear Algebra,74
S5d6a081d,2019/0,MATH08058,Calculus and its Applications,99
S8c28916b,2020/1,MATH08057,Introduction to Linear Algebra,71
Sbad70eb5,2019/0,MATH07003,Fundamentals of Algebra and Calculus,98
Sbad70eb5,2019/0,MATH08057,Introduction to Linear Algebra,89
Sbad70eb5,2019/0,MATH08058,Calculus and its Applications,98
Sb21227fd,2019/0,MATH08057,Introduction to Linear Algebra,77
Sb21227fd,2019/0,MATH08058,Calculus and its Applications,93
S0ec794f5,2019/0,MATH08057,Introduction to Linear Algebra,87
S0ec794f5,2019/0,MATH08058,Calculus and its Applications,97
S0e07078d,2019/0,MATH08057,Introduction to Linear Algebra,61
S0e07078d,2019/0,MATH08058,Calculus and its Applications,90
S4e463856,2019/0,MATH08057,Introduction to Linear Algebra,64
S4e463856,2019/0,MATH08058,Calculus and its Applications,74
S5fcdbbfa,2019/0,MATH08057,Introduction to Linear Algebra,81
S5fcdbbfa,2019/0,MATH08058,Calculus and its Applications,97
S4b062393,2019/0,MATH07003,Fundamentals of Algebra and Calculus,72
S4b062393,2019/0,MATH08057,Introduction to Linear Algebra,74
S4b062393,2019/0,MATH08058,Calculus and its Applications,74
Sf8a52fa5,2019/0,MATH07003,Fundamentals of Algebra and Calculus,76
Sf8a52fa5,2019/0,MATH08057,Introduction to Linear Algebra,39
Sf8a52fa5,2019/0,MATH08058,Calculus and its Applications,97
Sb3090116,2019/0,MATH07003,Fundamentals of Algebra and Calculus,77
Sb3090116,2019/0,MATH08057,Introduction to Linear Algebra,75
Sb3090116,2019/0,MATH08058,Calculus and its Applications,99
Sc5637d17,2019/0,MATH08057,Introduction to Linear Algebra,78
Sc5637d17,2019/0,MATH08058,Calculus and its Applications,95
S4bb0c543,2019/0,MATH07003,Fundamentals of Algebra and Calculus,65
S10a42a5d,2020/1,MATH07003,Fundamentals of Algebra and Calculus,11
S10a42a5d,2020/1,MATH08057,Introduction to Linear Algebra,0
S10a42a5d,2020/1,MATH08058,Calculus and its Applications,NA
S9fb247f0,2019/0,MATH08057,Introduction to Linear Algebra,97
S9fb247f0,2019/0,MATH08058,Calculus and its Applications,100
S2c4f2f25,2019/0,MATH08057,Introduction to Linear Algebra,42
S2c4f2f25,2019/0,MATH08058,Calculus and its Applications,91
Sbd0cf8a0,2019/0,MATH08057,Introduction to Linear Algebra,62
Sbd0cf8a0,2019/0,MATH08058,Calculus and its Applications,81
Sfda530e9,2019/0,MATH08057,Introduction to Linear Algebra,64
Sfda530e9,2019/0,MATH08058,Calculus and its Applications,98
Se6b09104,2019/0,MATH08058,Calculus and its Applications,79
S0b0718c1,2019/0,MATH07003,Fundamentals of Algebra and Calculus,50
S0b0718c1,2019/0,MATH08057,Introduction to Linear Algebra,51
S0b0718c1,2019/0,MATH08058,Calculus and its Applications,0
Sa6b1dff7,2019/0,MATH08057,Introduction to Linear Algebra,75
Sa6b1dff7,2019/0,MATH08058,Calculus and its Applications,90
S8f22e2b7,2019/0,MATH08057,Introduction to Linear Algebra,86
S8f22e2b7,2019/0,MATH08058,Calculus and its Applications,100
S1e613532,2019/0,MATH07003,Fundamentals of Algebra and Calculus,68
S1e613532,2019/0,MATH08058,Calculus and its Applications,99
S605097e0,2019/0,MATH08057,Introduction to Linear Algebra,68
S605097e0,2019/0,MATH08058,Calculus and its Applications,NA
S605097e0,2020/1,MATH08058,Calculus and its Applications,NA
Se5a482b2,2019/0,MATH08057,Introduction to Linear Algebra,91
Se5a482b2,2019/0,MATH08058,Calculus and its Applications,100
S3becfe44,2019/0,MATH08057,Introduction to Linear Algebra,56
S3becfe44,2019/0,MATH08058,Calculus and its Applications,90
S2ff3ba29,2019/0,MATH07003,Fundamentals of Algebra and Calculus,67
S2ff3ba29,2019/0,MATH08057,Introduction to Linear Algebra,68
S2ff3ba29,2019/0,MATH08058,Calculus and its Applications,100
S2039ccd1,2019/0,MATH08057,Introduction to Linear Algebra,49
S2039ccd1,2019/0,MATH08058,Calculus and its Applications,70
S74f940fc,2019/0,MATH08057,Introduction to Linear Algebra,90
S74f940fc,2019/0,MATH08058,Calculus and its Applications,100
Sae884e51,2020/1,MATH07003,Fundamentals of Algebra and Calculus,97
Sae884e51,2020/1,MATH08057,Introduction to Linear Algebra,83
Sae884e51,2020/1,MATH08058,Calculus and its Applications,NA
S3d5ab050,2020/1,MATH08057,Introduction to Linear Algebra,55
S3d5ab050,2020/1,MATH08058,Calculus and its Applications,NA
Scb261ecb,2019/0,MATH07003,Fundamentals of Algebra and Calculus,66
Scb261ecb,2019/0,MATH08057,Introduction to Linear Algebra,42
Scb261ecb,2019/0,MATH08058,Calculus and its Applications,85
S37cec8a6,2019/0,MATH08058,Calculus and its Applications,92
S556f2cce,2019/0,MATH08057,Introduction to Linear Algebra,74
S556f2cce,2019/0,MATH08058,Calculus and its Applications,68
Sdf274f6d,2019/0,MATH08057,Introduction to Linear Algebra,29
Sdf274f6d,2019/0,MATH08058,Calculus and its Applications,0
S0efb2180,2019/0,MATH07003,Fundamentals of Algebra and Calculus,79
S0efb2180,2019/0,MATH08057,Introduction to Linear Algebra,96
S0efb2180,2019/0,MATH08058,Calculus and its Applications,97
S416e7d68,2019/0,MATH07003,Fundamentals of Algebra and Calculus,0
S3df236ea,2019/0,MATH08057,Introduction to Linear Algebra,72
S3df236ea,2019/0,MATH08058,Calculus and its Applications,77
S2ced186a,2019/0,MATH08057,Introduction to Linear Algebra,47
S2ced186a,2019/0,MATH08058,Calculus and its Applications,55
S78f312f4,2019/0,MATH08057,Introduction to Linear Algebra,47
S78f312f4,2019/0,MATH08058,Calculus and its Applications,82
S8b0f34d2,2019/0,MATH08057,Introduction to Linear Algebra,49
S8b0f34d2,2019/0,MATH08058,Calculus and its Applications,0
S8a362c64,2019/0,MATH07003,Fundamentals of Algebra and Calculus,59
S8a362c64,2019/0,MATH08057,Introduction to Linear Algebra,44
S56fbdd28,2019/0,MATH08057,Introduction to Linear Algebra,78
S56fbdd28,2019/0,MATH08058,Calculus and its Applications,100
S566f7004,2019/0,MATH07003,Fundamentals of Algebra and Calculus,83
S566f7004,2019/0,MATH08057,Introduction to Linear Algebra,40
S566f7004,2019/0,MATH08058,Calculus and its Applications,97
Sd3f92a23,2019/0,MATH08057,Introduction to Linear Algebra,69
Sd3f92a23,2019/0,MATH08058,Calculus and its Applications,68
Sfe7b01d2,2019/0,MATH08057,Introduction to Linear Algebra,93
Sfe7b01d2,2019/0,MATH08058,Calculus and its Applications,92
S7bf91489,2019/0,MATH07003,Fundamentals of Algebra and Calculus,70
S7bf91489,2019/0,MATH08057,Introduction to Linear Algebra,70
S7bf91489,2019/0,MATH08058,Calculus and its Applications,98
S60f2a0af,2019/0,MATH08057,Introduction to Linear Algebra,73
S60f2a0af,2019/0,MATH08058,Calculus and its Applications,97
Sc2da2f35,2019/0,MATH08057,Introduction to Linear Algebra,70
Sc2da2f35,2019/0,MATH08058,Calculus and its Applications,77
S57aad05c,2019/0,MATH08057,Introduction to Linear Algebra,0
S57aad05c,2019/0,MATH08058,Calculus and its Applications,0
Sc337eb87,2019/0,MATH08057,Introduction to Linear Algebra,19
Sc337eb87,2019/0,MATH08058,Calculus and its Applications,93
S98230499,2019/0,MATH08057,Introduction to Linear Algebra,10
S98230499,2019/0,MATH08058,Calculus and its Applications,58
Sebddbf59,2019/0,MATH08057,Introduction to Linear Algebra,32
Sebddbf59,2019/0,MATH08058,Calculus and its Applications,85
Se1d73034,2019/0,MATH07003,Fundamentals of Algebra and Calculus,68
Se1d73034,2019/0,MATH08057,Introduction to Linear Algebra,49
Se1d73034,2019/0,MATH08058,Calculus and its Applications,82
Sf407fb17,2019/0,MATH08057,Introduction to Linear Algebra,63
Sf407fb17,2019/0,MATH08058,Calculus and its Applications,85
Sb48c0d03,2019/0,MATH07003,Fundamentals of Algebra and Calculus,71
S5913e02c,2019/0,MATH08057,Introduction to Linear Algebra,76
S5913e02c,2019/0,MATH08058,Calculus and its Applications,90
S8d1b3828,2020/1,MATH08057,Introduction to Linear Algebra,71
S8d1b3828,2020/1,MATH08058,Calculus and its Applications,NA
S65b2cecb,2019/0,MATH07003,Fundamentals of Algebra and Calculus,99
S65b2cecb,2019/0,MATH08057,Introduction to Linear Algebra,98
S65b2cecb,2019/0,MATH08058,Calculus and its Applications,95
S0213404e,2019/0,MATH08057,Introduction to Linear Algebra,58
S0213404e,2019/0,MATH08058,Calculus and its Applications,100
S8133bf3f,2019/0,MATH08057,Introduction to Linear Algebra,54
S8133bf3f,2019/0,MATH08058,Calculus and its Applications,89
S5f53a723,2019/0,MATH08058,Calculus and its Applications,94
S28ca0a5b,2019/0,MATH08057,Introduction to Linear Algebra,83
S28ca0a5b,2019/0,MATH08058,Calculus and its Applications,98
Sb989ddde,2019/0,MATH08057,Introduction to Linear Algebra,47
Sb989ddde,2019/0,MATH08058,Calculus and its Applications,96
S4a6bee33,2019/0,MATH08057,Introduction to Linear Algebra,52
S4a6bee33,2019/0,MATH08058,Calculus and its Applications,76
Se84361a9,2019/0,MATH08057,Introduction to Linear Algebra,68
Se84361a9,2019/0,MATH08058,Calculus and its Applications,89
S7832ad1a,2019/0,MATH07003,Fundamentals of Algebra and Calculus,58
S8b0442f3,2019/0,MATH08057,Introduction to Linear Algebra,71
S8b0442f3,2019/0,MATH08058,Calculus and its Applications,98
S8ecee1d1,2019/0,MATH07003,Fundamentals of Algebra and Calculus,78
S8ecee1d1,2019/0,MATH08057,Introduction to Linear Algebra,72
S8ecee1d1,2019/0,MATH08058,Calculus and its Applications,100
S2c72c367,2019/0,MATH08057,Introduction to Linear Algebra,54
S2c72c367,2019/0,MATH08058,Calculus and its Applications,86
S265a7257,2019/0,MATH08057,Introduction to Linear Algebra,76
S265a7257,2019/0,MATH08058,Calculus and its Applications,94
S9aed8e2a,2020/1,MATH08057,Introduction to Linear Algebra,64
S9aed8e2a,2020/1,MATH08058,Calculus and its Applications,NA
S2a9412a5,2019/0,MATH08057,Introduction to Linear Algebra,73
S2a9412a5,2019/0,MATH08058,Calculus and its Applications,91
Sf4c27b98,2019/0,MATH07003,Fundamentals of Algebra and Calculus,49
Sf4c27b98,2019/0,MATH08057,Introduction to Linear Algebra,52
Sf4c27b98,2019/0,MATH08058,Calculus and its Applications,65
Sa59c6ac3,2019/0,MATH07003,Fundamentals of Algebra and Calculus,49
Sa59c6ac3,2019/0,MATH08057,Introduction to Linear Algebra,36
Sa59c6ac3,2019/0,MATH08058,Calculus and its Applications,56
S163f66f5,2019/0,MATH08057,Introduction to Linear Algebra,74
S163f66f5,2019/0,MATH08058,Calculus and its Applications,99
S53e0c458,2019/0,MATH07003,Fundamentals of Algebra and Calculus,0
S2580e2ee,2020/1,MATH07003,Fundamentals of Algebra and Calculus,66
S2580e2ee,2020/1,MATH08058,Calculus and its Applications,NA
Sd3d4289f,2019/0,MATH07003,Fundamentals of Algebra and Calculus,57
Sd3d4289f,2019/0,MATH08057,Introduction to Linear Algebra,44
Sd3d4289f,2019/0,MATH08058,Calculus and its Applications,93
S07082c9f,2019/0,MATH08057,Introduction to Linear Algebra,83
S07082c9f,2019/0,MATH08058,Calculus and its Applications,94
S991520ce,2019/0,MATH08057,Introduction to Linear Algebra,93
S991520ce,2019/0,MATH08058,Calculus and its Applications,97
S12eee33c,2019/0,MATH08057,Introduction to Linear Algebra,91
S12eee33c,2019/0,MATH08058,Calculus and its Applications,100
Sf7961906,2019/0,MATH08058,Calculus and its Applications,82
S552a3bb0,2019/0,MATH08057,Introduction to Linear Algebra,94
S552a3bb0,2019/0,MATH08058,Calculus and its Applications,100
S8e622dab,2019/0,MATH08057,Introduction to Linear Algebra,65
S77a8af76,2019/0,MATH08057,Introduction to Linear Algebra,64
S77a8af76,2019/0,MATH08058,Calculus and its Applications,94
Sacc2f291,2019/0,MATH08057,Introduction to Linear Algebra,97
Sacc2f291,2019/0,MATH08058,Calculus and its Applications,99
S1aff63d1,2019/0,MATH08057,Introduction to Linear Algebra,65
S1aff63d1,2019/0,MATH08058,Calculus and its Applications,92
S9ae9b14b,2019/0,MATH08057,Introduction to Linear Algebra,0
S9ae9b14b,2019/0,MATH08058,Calculus and its Applications,98
S32d5a477,2019/0,MATH08057,Introduction to Linear Algebra,71
S32d5a477,2019/0,MATH08058,Calculus and its Applications,53
S3d69d286,2019/0,MATH08058,Calculus and its Applications,99
Sfd346570,2019/0,MATH08057,Introduction to Linear Algebra,77
Sfd346570,2019/0,MATH08058,Calculus and its Applications,81
S77226230,2019/0,MATH08057,Introduction to Linear Algebra,64
S77226230,2019/0,MATH08058,Calculus and its Applications,93
S621a2b20,2019/0,MATH08057,Introduction to Linear Algebra,97
S621a2b20,2019/0,MATH08058,Calculus and its Applications,90
S91f818cd,2019/0,MATH08057,Introduction to Linear Algebra,73
S91f818cd,2019/0,MATH08058,Calculus and its Applications,78
Sa0883af3,2019/0,MATH08057,Introduction to Linear Algebra,65
Sa0883af3,2019/0,MATH08058,Calculus and its Applications,95
Sd8f9df2e,2019/0,MATH07003,Fundamentals of Algebra and Calculus,100
Sd8f9df2e,2019/0,MATH08057,Introduction to Linear Algebra,91
Sd8f9df2e,2019/0,MATH08058,Calculus and its Applications,100
S7dcaab3a,2019/0,MATH08057,Introduction to Linear Algebra,69
S9a4b8604,2019/0,MATH08057,Introduction to Linear Algebra,67
S9a4b8604,2019/0,MATH08058,Calculus and its Applications,90
S019673c0,2019/0,MATH07003,Fundamentals of Algebra and Calculus,100
S019673c0,2019/0,MATH08057,Introduction to Linear Algebra,95
S019673c0,2019/0,MATH08058,Calculus and its Applications,100
S44d726f6,2019/0,MATH07003,Fundamentals of Algebra and Calculus,76
S44d726f6,2019/0,MATH08057,Introduction to Linear Algebra,67
S44d726f6,2019/0,MATH08058,Calculus and its Applications,96
Se858f976,2019/0,MATH08057,Introduction to Linear Algebra,81
Se858f976,2019/0,MATH08058,Calculus and its Applications,90
Se786c0f2,2019/0,MATH07003,Fundamentals of Algebra and Calculus,48
Sd3766a71,2019/0,MATH08057,Introduction to Linear Algebra,100
Sd3766a71,2019/0,MATH08058,Calculus and its Applications,100
Sc2236f6e,2019/0,MATH07003,Fundamentals of Algebra and Calculus,79
Sc2236f6e,2019/0,MATH08057,Introduction to Linear Algebra,86
Sc2236f6e,2019/0,MATH08058,Calculus and its Applications,98
S9ccb5273,2019/0,MATH08057,Introduction to Linear Algebra,43
S9ccb5273,2019/0,MATH08058,Calculus and its Applications,0
S53c264e6,2019/0,MATH08058,Calculus and its Applications,100
S5cc88166,2019/0,MATH07003,Fundamentals of Algebra and Calculus,51
S5cc88166,2019/0,MATH08057,Introduction to Linear Algebra,43
S5cc88166,2019/0,MATH08058,Calculus and its Applications,0
Sbba15bca,2019/0,MATH08057,Introduction to Linear Algebra,18
Sbba15bca,2019/0,MATH08058,Calculus and its Applications,100
S5c7e67b6,2019/0,MATH07003,Fundamentals of Algebra and Calculus,88
S5c7e67b6,2019/0,MATH08057,Introduction to Linear Algebra,97
S5c7e67b6,2019/0,MATH08058,Calculus and its Applications,100
S2522d5a1,2019/0,MATH08057,Introduction to Linear Algebra,85
S2522d5a1,2019/0,MATH08058,Calculus and its Applications,100
S20e22c34,2019/0,MATH08057,Introduction to Linear Algebra,33
S20e22c34,2019/0,MATH08058,Calculus and its Applications,81
Sba0c9bf1,2019/0,MATH07003,Fundamentals of Algebra and Calculus,99
Sba0c9bf1,2019/0,MATH08058,Calculus and its Applications,100
Sba0c9bf1,2020/1,MATH08057,Introduction to Linear Algebra,97
S2b0f3d5c,2019/0,MATH08057,Introduction to Linear Algebra,76
S2b0f3d5c,2019/0,MATH08058,Calculus and its Applications,100
Se943aa3c,2019/0,MATH08057,Introduction to Linear Algebra,92
Se943aa3c,2019/0,MATH08058,Calculus and its Applications,96
S5f3410e3,2019/0,MATH08057,Introduction to Linear Algebra,65
S5f3410e3,2019/0,MATH08058,Calculus and its Applications,56
Sf76a4aaa,2019/0,MATH08057,Introduction to Linear Algebra,92
Sf76a4aaa,2019/0,MATH08058,Calculus and its Applications,98
S7d3c3cc2,2019/0,MATH08057,Introduction to Linear Algebra,99
S7d3c3cc2,2019/0,MATH08058,Calculus and its Applications,80
Sdade107a,2019/0,MATH08057,Introduction to Linear Algebra,49
Sdade107a,2019/0,MATH08058,Calculus and its Applications,94
S6dd0c33b,2019/0,MATH08057,Introduction to Linear Algebra,97
S6dd0c33b,2019/0,MATH08058,Calculus and its Applications,99
Sdf4b8e8c,2019/0,MATH08057,Introduction to Linear Algebra,37
Sdf4b8e8c,2019/0,MATH08058,Calculus and its Applications,75
S63bc03d9,2020/1,MATH08057,Introduction to Linear Algebra,68
S63bc03d9,2020/1,MATH08058,Calculus and its Applications,NA
Sd53701e8,2019/0,MATH07003,Fundamentals of Algebra and Calculus,43
Sd53701e8,2019/0,MATH08057,Introduction to Linear Algebra,43
Sd53701e8,2019/0,MATH08058,Calculus and its Applications,88
Sceb60d29,2019/0,MATH08057,Introduction to Linear Algebra,71
Sceb60d29,2019/0,MATH08058,Calculus and its Applications,0
S8ee37d8e,2019/0,MATH07003,Fundamentals of Algebra and Calculus,66
S8ee37d8e,2019/0,MATH08057,Introduction to Linear Algebra,45
S8ee37d8e,2019/0,MATH08058,Calculus and its Applications,81
Scee2337d,2019/0,MATH08057,Introduction to Linear Algebra,87
Scee2337d,2019/0,MATH08058,Calculus and its Applications,100
S380a30ca,2019/0,MATH08057,Introduction to Linear Algebra,81
S380a30ca,2019/0,MATH08058,Calculus and its Applications,100
Sb3f1f338,2019/0,MATH08057,Introduction to Linear Algebra,90
Sb3f1f338,2019/0,MATH08058,Calculus and its Applications,100
S34689c42,2019/0,MATH08057,Introduction to Linear Algebra,0
S34689c42,2019/0,MATH08058,Calculus and its Applications,0
S34689c42,2020/1,MATH08057,Introduction to Linear Algebra,75
S34689c42,2020/1,MATH08058,Calculus and its Applications,NA
Sc840d957,2019/0,MATH08057,Introduction to Linear Algebra,75
Sc840d957,2019/0,MATH08058,Calculus and its Applications,93
S3eca9595,2020/1,MATH08057,Introduction to Linear Algebra,87
Sfb9d1239,2019/0,MATH07003,Fundamentals of Algebra and Calculus,65
S1c742ac5,2019/0,MATH08057,Introduction to Linear Algebra,62
S1c742ac5,2019/0,MATH08058,Calculus and its Applications,98
S7b95d568,2019/0,MATH08057,Introduction to Linear Algebra,59
S7b95d568,2019/0,MATH08058,Calculus and its Applications,99
S53a10705,2019/0,MATH08057,Introduction to Linear Algebra,97
S53a10705,2019/0,MATH08058,Calculus and its Applications,93
S6a8afbe8,2019/0,MATH08057,Introduction to Linear Algebra,46
S6a8afbe8,2019/0,MATH08058,Calculus and its Applications,85
Sf483b8c5,2019/0,MATH08057,Introduction to Linear Algebra,84
Sf483b8c5,2019/0,MATH08058,Calculus and its Applications,98
S70a642b3,2019/0,MATH08057,Introduction to Linear Algebra,81
S70a642b3,2019/0,MATH08058,Calculus and its Applications,97
S64b906de,2019/0,MATH07003,Fundamentals of Algebra and Calculus,78
S64b906de,2019/0,MATH08057,Introduction to Linear Algebra,51
S64b906de,2019/0,MATH08058,Calculus and its Applications,92
Sfab045f3,2019/0,MATH08057,Introduction to Linear Algebra,77
Sfab045f3,2019/0,MATH08058,Calculus and its Applications,98
S8cd06345,2019/0,MATH08057,Introduction to Linear Algebra,97
S8cd06345,2019/0,MATH08058,Calculus and its Applications,100
S21b822c0,2019/0,MATH08057,Introduction to Linear Algebra,69
S21b822c0,2019/0,MATH08058,Calculus and its Applications,98
S89907880,2019/0,MATH07003,Fundamentals of Algebra and Calculus,64
S64f977f6,2019/0,MATH08057,Introduction to Linear Algebra,88
S64f977f6,2019/0,MATH08058,Calculus and its Applications,97
S75e65976,2019/0,MATH08057,Introduction to Linear Algebra,77
S75e65976,2019/0,MATH08058,Calculus and its Applications,93
S562966e7,2019/0,MATH08057,Introduction to Linear Algebra,59
S562966e7,2019/0,MATH08058,Calculus and its Applications,98
Sfe374d86,2019/0,MATH08057,Introduction to Linear Algebra,55
Sfe374d86,2019/0,MATH08058,Calculus and its Applications,90
Sbb7618b0,2019/0,MATH07003,Fundamentals of Algebra and Calculus,67
Sbb7618b0,2019/0,MATH08057,Introduction to Linear Algebra,51
Sbb7618b0,2019/0,MATH08058,Calculus and its Applications,66
Se028dc31,2019/0,MATH08057,Introduction to Linear Algebra,94
Se028dc31,2019/0,MATH08058,Calculus and its Applications,85
Saf292df5,2019/0,MATH08057,Introduction to Linear Algebra,89
Saf292df5,2019/0,MATH08058,Calculus and its Applications,0
Sfb2932a0,2019/0,MATH07003,Fundamentals of Algebra and Calculus,76
Sfb2932a0,2019/0,MATH08057,Introduction to Linear Algebra,78
Sfb2932a0,2019/0,MATH08058,Calculus and its Applications,82
Sbb287c53,2019/0,MATH07003,Fundamentals of Algebra and Calculus,87
Sbb287c53,2019/0,MATH08057,Introduction to Linear Algebra,70
Sbb287c53,2019/0,MATH08058,Calculus and its Applications,99
Se57c8888,2019/0,MATH08057,Introduction to Linear Algebra,98
Se57c8888,2019/0,MATH08058,Calculus and its Applications,100
Sc2dc48fe,2019/0,MATH08057,Introduction to Linear Algebra,63
Sc2dc48fe,2019/0,MATH08058,Calculus and its Applications,96
S9c88bc25,2020/1,MATH08057,Introduction to Linear Algebra,75
S09b268d3,2020/1,MATH08057,Introduction to Linear Algebra,82
S09b268d3,2020/1,MATH08058,Calculus and its Applications,NA
S15222e69,2019/0,MATH07003,Fundamentals of Algebra and Calculus,76
S15222e69,2019/0,MATH08057,Introduction to Linear Algebra,52
S15222e69,2019/0,MATH08058,Calculus and its Applications,88
S7d57c3df,2019/0,MATH07003,Fundamentals of Algebra and Calculus,76
S7d57c3df,2019/0,MATH08057,Introduction to Linear Algebra,59
S7d57c3df,2019/0,MATH08058,Calculus and its Applications,96
Se32880fb,2019/0,MATH08058,Calculus and its Applications,80
Sc4d6246e,2019/0,MATH08058,Calculus and its Applications,59
S4e548e02,2019/0,MATH08057,Introduction to Linear Algebra,96
S4e548e02,2019/0,MATH08058,Calculus and its Applications,99
Sda839e46,2020/1,MATH08057,Introduction to Linear Algebra,76
Se80502eb,2019/0,MATH08057,Introduction to Linear Algebra,96
Se80502eb,2019/0,MATH08058,Calculus and its Applications,99
Sbc5b795d,2019/0,MATH07003,Fundamentals of Algebra and Calculus,99
Sbc5b795d,2019/0,MATH08057,Introduction to Linear Algebra,94
Sbc5b795d,2019/0,MATH08058,Calculus and its Applications,100
S790cfef1,2019/0,MATH08057,Introduction to Linear Algebra,71
S790cfef1,2019/0,MATH08058,Calculus and its Applications,83
Sdaebfe25,2019/0,MATH07003,Fundamentals of Algebra and Calculus,100
Sdaebfe25,2019/0,MATH08057,Introduction to Linear Algebra,86
Sdaebfe25,2019/0,MATH08058,Calculus and its Applications,100
Sd089648a,2020/1,MATH08057,Introduction to Linear Algebra,90
Sd089648a,2020/1,MATH08058,Calculus and its Applications,NA
S69b44afd,2019/0,MATH08057,Introduction to Linear Algebra,14
S69b44afd,2019/0,MATH08058,Calculus and its Applications,82
S8d3f61be,2019/0,MATH08057,Introduction to Linear Algebra,0
S8d3f61be,2019/0,MATH08058,Calculus and its Applications,56
Sd36b9565,2019/0,MATH07003,Fundamentals of Algebra and Calculus,76
Sd36b9565,2019/0,MATH08057,Introduction to Linear Algebra,53
Sd36b9565,2019/0,MATH08058,Calculus and its Applications,93
S1c7cb63b,2019/0,MATH08057,Introduction to Linear Algebra,69
S1c7cb63b,2019/0,MATH08058,Calculus and its Applications,75
S47deca54,2019/0,MATH08057,Introduction to Linear Algebra,66
S47deca54,2019/0,MATH08058,Calculus and its Applications,100
Sea287c4a,2020/1,MATH07003,Fundamentals of Algebra and Calculus,69
Sea287c4a,2020/1,MATH08057,Introduction to Linear Algebra,78
Sea287c4a,2020/1,MATH08058,Calculus and its Applications,NA
Sbbb6fe69,2019/0,MATH08057,Introduction to Linear Algebra,100
Sbbb6fe69,2019/0,MATH08058,Calculus and its Applications,100
S021f7d32,2019/0,MATH07003,Fundamentals of Algebra and Calculus,19
S021f7d32,2019/0,MATH08057,Introduction to Linear Algebra,44
S021f7d32,2019/0,MATH08058,Calculus and its Applications,67
S96c237c1,2019/0,MATH07003,Fundamentals of Algebra and Calculus,63
S96c237c1,2019/0,MATH08057,Introduction to Linear Algebra,82
S96c237c1,2019/0,MATH08058,Calculus and its Applications,92
Seaa2c4ad,2019/0,MATH08057,Introduction to Linear Algebra,0
Seaa2c4ad,2019/0,MATH08058,Calculus and its Applications,0
