cohort,anon_id,Post,Pre,ILA,CAP,FAC,took_FAC
2021,S9cb339df,97,NA,85,NA,NA,No FAC
2021,S77635200,76.13,74.63,80,NA,NA,No FAC
2021,Safbeecca,84.5,87.75,72,NA,NA,No FAC
2021,Se1b8b69d,71,92,45,NA,NA,No FAC
2021,Sd20846c1,88.38,83.75,85,NA,NA,No FAC
2021,S3d730b41,91,82.75,89,NA,NA,No FAC
2021,S58e9661c,76.75,NA,NA,NA,69,FAC
2021,Sa2ac2c0c,65.13,NA,74,NA,NA,No FAC
2021,Seaf8a038,95,NA,98,NA,88,FAC
2021,S6274c9b9,85.25,77.63,80,NA,NA,No FAC
2021,S74bc1d34,87.5,88.75,69,NA,NA,No FAC
2021,Sa5d19a91,92,NA,81,NA,NA,No FAC
2021,S44a3dfa1,47.5,92,70,NA,NA,No FAC
2021,S48f5083b,62,83.13,82,NA,NA,No FAC
2021,Sf6b5bb8a,84,NA,84,NA,NA,No FAC
2021,S40ab3801,67.5,51.75,66,NA,0,FAC
2021,Sb89af75b,70.5,NA,NA,NA,NA,No FAC
2021,Sd96b94ea,74,NA,84,NA,NA,No FAC
2021,S7a2df075,53,NA,76,NA,NA,No FAC
2021,S6ecaf38e,63.75,69.5,46,NA,NA,No FAC
2021,Sae884e51,100,74,83,NA,97,FAC
2021,Sc068270e,97,88.38,89,NA,NA,No FAC
2021,Sd0f29058,88.88,NA,NA,NA,98,FAC
2021,Se9aa6917,60.63,NA,NA,NA,NA,No FAC
2021,S22ae4287,89.38,NA,NA,NA,NA,No FAC
2021,Sced953b6,79,82.75,65,NA,NA,No FAC
2021,Sd0bd0bd4,95,76.38,68,NA,NA,No FAC
2021,Sc961f534,50.75,39,68,NA,48,FAC
2021,S605097e0,82.63,NA,NA,NA,NA,No FAC
2021,S9b62a87a,84.5,NA,71,NA,NA,No FAC
2021,S8eb7c516,72.25,53.5,64,NA,NA,No FAC
2021,Sde09d923,88.25,79,72,NA,NA,No FAC
2021,S85fbbc56,72,76.25,51,NA,NA,No FAC
2021,Sfc56779e,5,NA,NA,NA,NA,No FAC
2021,S448edd1d,44.75,NA,NA,NA,NA,No FAC
2021,S6ff1b392,72,NA,86,NA,NA,No FAC
2021,S7314bc1a,61.5,NA,NA,NA,NA,No FAC
2021,Sf07a1f33,69.13,NA,58,NA,NA,No FAC
2021,S8846dcf9,88.88,94.5,71,NA,NA,No FAC
2021,Sf2b22a7d,69.63,NA,NA,NA,NA,No FAC
2021,S18e9988a,40.75,52.5,51,NA,NA,No FAC
2021,S3ecf9e4d,87.88,75.38,NA,NA,NA,No FAC
2021,S26028212,68.25,73.5,66,NA,NA,No FAC
2021,Sc1c29f1c,89,78.5,89,NA,NA,No FAC
2021,Safff5a36,91.25,73,72,NA,NA,No FAC
2021,Saabe8627,85,97,92,NA,NA,No FAC
2021,S47bdc439,39.5,NA,NA,NA,NA,No FAC
2021,S03d4b6cf,67.5,77.25,73,NA,NA,No FAC
2021,Se7873452,66.25,45,68,NA,47,FAC
2021,S63b0eaf0,88.13,90,88,NA,NA,No FAC
2021,Sf005daf3,57,42,76,NA,NA,No FAC
2021,Se16d5e20,70.75,NA,NA,NA,NA,No FAC
2021,Sea287c4a,81.38,60,78,NA,69,FAC
2021,S2f020b02,95,90,67,NA,NA,No FAC
2021,S5a92f4ec,78.25,92,83,NA,NA,No FAC
2021,Sdbd53d5e,43,NA,51,NA,NA,No FAC
2021,S040b1c46,87,79.13,74,NA,NA,No FAC
2021,Sd777a14a,56.38,NA,NA,NA,NA,No FAC
2021,Sa206ace6,94.5,93.25,91,NA,NA,No FAC
2021,S80756c3a,89,95.75,92,NA,88,FAC
2021,S11746f23,81.63,79.5,87,NA,NA,No FAC
2021,S94a153ed,86.38,78.75,92,NA,NA,No FAC
2021,S6f8ff920,74.5,46.5,61,NA,52,FAC
2021,Sdcaa3448,73.25,86.25,92,NA,NA,No FAC
2021,Sef172483,100,99.38,91,NA,NA,No FAC
2021,Sc2fa3210,62.38,91.88,73,NA,NA,No FAC
2021,Sf5ce4d68,55,NA,NA,NA,NA,No FAC
2021,S0e847aa3,77,NA,51,NA,55,FAC
2021,Sb30b57cf,85.88,87.25,57,NA,NA,No FAC
2021,S154caf0d,89.5,78,81,NA,NA,No FAC
2021,S8ee365a1,94,84.5,59,NA,71,FAC
2021,S9754ece3,66,NA,NA,NA,NA,No FAC
2021,S18d2362b,87,NA,70,NA,NA,No FAC
2021,S99deddb8,64.5,76.88,58,NA,NA,No FAC
2021,Sd089648a,100,95,90,NA,NA,No FAC
2021,Se12adf9e,64.75,55,80,NA,64,FAC
2021,S0f3bd4fa,30,49.5,44,NA,10,FAC
2021,Sd4317580,69.75,75,68,NA,NA,No FAC
2021,S23b70fb2,88.5,88.88,71,NA,NA,No FAC
2021,S4b31eeb4,80.75,63.5,52,NA,NA,No FAC
2021,S56e9546b,89.38,NA,NA,NA,NA,No FAC
2021,S6e6b5bbf,73,67,61,NA,58,FAC
2021,S9e093d8a,83,NA,80,NA,NA,No FAC
2021,S51bf60a0,87,NA,85,NA,NA,No FAC
2021,S72cc2d3c,62.63,NA,NA,NA,NA,No FAC
2021,S06800934,95,NA,90,NA,NA,No FAC
2021,S09a189c3,57,NA,NA,NA,NA,No FAC
2021,Se643a0b3,0,NA,73,NA,NA,No FAC
2021,Sad86e5cd,79,NA,86,NA,NA,No FAC
2021,S6f4bdd86,86.25,80.25,80,NA,NA,No FAC
2021,S87741299,87.5,89,83,NA,NA,No FAC
2021,S3a4aad6f,25.88,NA,49,NA,NA,No FAC
2021,S2888c6e8,71,NA,56,NA,NA,No FAC
2021,Saf3c04a9,79,73.38,75,NA,NA,No FAC
2021,S4fb85552,76.75,85.38,82,NA,NA,No FAC
2021,S12a366cf,87.5,78,86,NA,NA,No FAC
2021,Sc5b668b4,77.5,NA,40,NA,NA,No FAC
2021,S6e0f06a0,61.25,NA,73,NA,NA,No FAC
2021,S630a8887,85.13,77.13,64,NA,NA,No FAC
2021,Saa83413e,64.63,NA,82,NA,NA,No FAC
2021,Sb6b71fa6,87,NA,55,NA,NA,No FAC
2021,Sab181b66,80.75,48.63,NA,NA,NA,No FAC
2021,S4b71ea3d,73.75,NA,68,NA,NA,No FAC
2021,S13e33943,49,NA,81,NA,NA,No FAC
2021,S7cdb7af1,92.5,90,28,NA,NA,No FAC
2021,S080a6af6,87,75,87,NA,NA,No FAC
2021,Sd9552bac,97,94.38,82,NA,NA,No FAC
2021,Sbc51109e,62.75,NA,NA,NA,NA,No FAC
2021,S06bbbfba,78.38,NA,NA,NA,NA,No FAC
2021,S290bf8ec,85.88,NA,70,NA,NA,No FAC
2021,S62a1392b,20.75,NA,48,NA,NA,No FAC
2021,S9eabdc80,85,63.75,88,NA,69,FAC
2021,Sd96cf88f,95,NA,92,NA,NA,No FAC
2021,S156a30d2,86.5,NA,70,NA,NA,No FAC
2021,S8a6b8903,95,NA,NA,NA,NA,No FAC
2021,Sd27d893f,76.5,NA,NA,NA,NA,No FAC
2021,S9c5d0601,91.38,83.75,96,NA,NA,No FAC
2021,S91e2d756,70,54.25,71,NA,NA,No FAC
2021,Sdf603fae,87.5,NA,69,NA,NA,No FAC
2021,S2378a02b,88.88,NA,67,NA,0,FAC
2021,S122c1b9a,78.25,82,8,NA,NA,No FAC
2021,S52801661,66,56.25,70,NA,NA,No FAC
2021,S54d71f8f,46.38,NA,47,NA,NA,No FAC
2021,Se5932c68,73.75,75.63,47,NA,NA,No FAC
2021,Sdc20ab97,77,NA,77,NA,NA,No FAC
2021,Scc6a9c59,87.13,NA,73,NA,NA,No FAC
2021,S0fe79400,67.75,59.25,62,NA,NA,No FAC
2021,S1d28052f,74.75,NA,76,NA,NA,No FAC
2021,Se5c1b5ee,65.38,62,51,NA,NA,No FAC
2021,Sbcc2cbe8,83.88,72,79,NA,NA,No FAC
2021,Sd8a3619d,49,5,63,NA,NA,No FAC
2021,Sf6093aea,85.88,89.38,75,NA,NA,No FAC
2021,Seda113d9,58,NA,NA,NA,NA,No FAC
2021,S926269cc,63.25,62.75,60,NA,NA,No FAC
2021,S31ed6a86,81,67.88,84,NA,NA,No FAC
2021,S2f9415c6,82,89.5,76,NA,NA,No FAC
2021,S12efd785,92.75,88.75,91,NA,NA,No FAC
2021,S63bc03d9,85.38,NA,68,NA,NA,No FAC
2021,S6246bafe,84.5,NA,86,NA,NA,No FAC
2021,Sd7a9841d,57.5,NA,62,NA,5,FAC
2021,S1ce3ccc2,68.38,NA,69,NA,NA,No FAC
2021,S7fcad954,87.5,78.25,86,NA,NA,No FAC
2021,S773e377e,95,NA,0,NA,NA,No FAC
2021,Sc8892e12,66,71.5,73,NA,NA,No FAC
2021,Sa03fe89a,81,84,84,NA,NA,No FAC
2021,S2dcba911,10,NA,47,NA,NA,No FAC
2021,S8c053e40,NA,86.75,74,NA,NA,No FAC
2021,Sdb4b2187,NA,39.13,43,NA,NA,No FAC
2021,S9f4b1f84,NA,61.88,NA,NA,59,FAC
2021,S4265c713,NA,55,81,NA,NA,No FAC
2021,S6a11c7b2,NA,87,33,NA,19,FAC
2021,S0e4351eb,NA,59.5,NA,NA,54,FAC
2021,Scb112ef2,NA,79,90,NA,NA,No FAC
2021,Scee1e6b5,NA,63.25,84,NA,NA,No FAC
2021,S83f4c331,NA,53.5,0,NA,NA,No FAC
2021,S1272731a,NA,19,33,NA,48,FAC
2021,S585780c1,NA,57.5,66,NA,NA,No FAC
2021,Sf0621892,NA,96,84,NA,NA,No FAC
2021,S24a56f0f,NA,71.25,65,NA,NA,No FAC
2021,S32c948e2,NA,40.63,43,NA,44,FAC
2021,Sa8ce1b34,NA,33.75,NA,NA,73,FAC
2021,Sa64c53a0,NA,84.5,77,NA,NA,No FAC
2021,Sb656d0e3,NA,48.63,64,NA,NA,No FAC
2021,S0f031648,NA,82.5,NA,NA,86,FAC
2021,S7fa6cef0,NA,69,NA,NA,48,FAC
2021,S4a4fce67,NA,66.25,84,NA,NA,No FAC
2021,Sd5e74169,NA,71.88,24,NA,NA,No FAC
2021,S181c900c,NA,58.25,51,NA,NA,No FAC
2021,Sb56eb385,NA,73.25,44,NA,NA,No FAC
2021,Se8fe61c8,NA,50,30,NA,NA,No FAC
2021,Sbfbd6fe5,NA,67.25,NA,NA,65,FAC
2021,Sda839e46,NA,66.88,76,NA,NA,No FAC
2021,S0a0b361e,NA,44,0,NA,NA,No FAC
2021,S11e2a9d1,NA,6,55,NA,NA,No FAC
2021,S4ed57fd3,NA,71.75,0,NA,NA,No FAC
2021,S7bfe47fb,NA,80,74,NA,NA,No FAC
2021,S0c4914bc,NA,57.75,NA,NA,60,FAC
2021,Sa5a1004d,NA,88.75,89,NA,NA,No FAC
2021,S8b81ab7b,NA,90.25,83,NA,NA,No FAC
2021,S0c5dc523,NA,41.5,16,NA,0,FAC
2021,S3a50bac2,NA,68,63,NA,NA,No FAC
2021,Sbace8815,NA,42.88,NA,NA,47,FAC
2021,Sc2a37c43,NA,77,68,NA,NA,No FAC
2021,S07921708,NA,89.38,0,NA,NA,No FAC
2021,Sb3d24c64,NA,75.25,71,NA,NA,No FAC
2021,S7cb5fb95,NA,78.25,98,NA,NA,No FAC
2021,Sba0c9bf1,NA,89,97,NA,NA,No FAC
2021,S14336141,NA,59.88,24,NA,NA,No FAC
2021,S7fbc45ae,NA,62,NA,NA,NA,No FAC
2021,Saebff6d7,NA,53.38,NA,NA,61,FAC
2021,S2bf1708f,NA,63.38,64,NA,NA,No FAC
2021,S54f07a83,NA,52,NA,NA,56,FAC
2021,Sff8cf7e5,NA,66.38,72,NA,NA,No FAC
2021,Se245956d,NA,65.25,56,NA,NA,No FAC
2021,S7bb71858,NA,84,72,NA,NA,No FAC
2021,S56803fa6,NA,76.75,38,NA,NA,No FAC
2021,Se59e8459,NA,85,68,NA,NA,No FAC
2021,S19f154be,NA,32,48,NA,NA,No FAC
2021,Sd8b6b9bc,NA,71,69,NA,NA,No FAC
2021,S00100eba,NA,100,88,NA,NA,No FAC
2021,S03e211ab,NA,73.25,17,NA,NA,No FAC
2021,S2d1f880b,NA,100,0,NA,NA,No FAC
2021,Seaffe706,NA,41.38,63,NA,65,FAC
2021,Sa757fdf4,NA,60.88,61,NA,NA,No FAC
2021,S10a42a5d,NA,51.25,0,NA,11,FAC
2021,Sa28a2d30,NA,51.5,NA,NA,76,FAC
2021,Sbd771a2e,NA,68,75,NA,NA,No FAC
2021,Sb37dbc84,NA,87,63,NA,NA,No FAC
2021,S1b35275e,NA,77.25,64,NA,NA,No FAC
2021,S7950f1cc,NA,50.75,42,NA,NA,No FAC
2021,S2910ac49,NA,70.75,62,NA,NA,No FAC
2021,Sb8b29dc2,NA,93.5,81,NA,NA,No FAC
2021,S0652fa5d,NA,82.75,59,NA,NA,No FAC
2021,S7ccacd38,NA,52.63,NA,NA,71,FAC
2021,S416e7d68,NA,33,NA,NA,NA,No FAC
2021,S88a0040b,NA,61,76,NA,NA,No FAC
1819,Sb2e04dcb,NA,NA,0,13,NA,No FAC
1819,Sc156570e,NA,NA,NA,16,NA,No FAC
1819,S35cb77ca,NA,NA,79,56,NA,No FAC
1819,S420eac10,NA,NA,71,NA,NA,No FAC
1819,S4b385421,NA,NA,65,61,NA,No FAC
1920,Sf36fd7f0,NA,NA,NA,NA,55,FAC
1819,Se9c3f95a,NA,NA,64,0,NA,No FAC
1920,Se9c3f95a,NA,NA,NA,74,NA,No FAC
1819,Se168a21b,NA,NA,11,NA,NA,No FAC
1819,S53cd7bb1,NA,NA,NA,49,NA,No FAC
1819,S473079bb,NA,NA,94,NA,NA,No FAC
1819,Scd5b7d72,NA,NA,NA,42,NA,No FAC
1819,S7fe357af,NA,NA,NA,51,NA,No FAC
1819,S1e649b90,NA,NA,NA,0,NA,No FAC
1819,Sc78164db,NA,NA,90,NA,NA,No FAC
1819,S0dc2f87e,NA,NA,NA,NA,50,FAC
1819,Sf263b399,NA,NA,40,NA,NA,No FAC
1819,S4454786e,NA,NA,0,NA,NA,No FAC
1819,Se554ba75,NA,NA,49,37,NA,No FAC
1819,Sfdc1a502,NA,NA,25,NA,NA,No FAC
1920,Sb862b653,NA,NA,NA,NA,13,FAC
1819,Se24f41fb,NA,NA,0,NA,NA,No FAC
1819,Sc8c81aac,NA,NA,84,NA,NA,No FAC
1819,S4241b340,NA,NA,NA,45,NA,No FAC
1819,S8919e24c,NA,NA,NA,NA,0,FAC
1819,Scef55e2a,NA,NA,46,50,48,FAC
1819,Sd11e0b43,NA,NA,0,0,0,FAC
1920,S15a4485d,NA,NA,NA,0,NA,No FAC
1819,S8cb61bbc,NA,NA,0,0,NA,No FAC
1819,S9e1f11c5,NA,NA,77,NA,NA,No FAC
1819,S27f6e3b6,NA,NA,NA,0,NA,No FAC
1920,S06574cd0,NA,NA,NA,NA,NA,No FAC
1819,S851fa663,NA,NA,NA,NA,77,FAC
1819,Sf0374468,NA,NA,72,NA,54,FAC
1819,S3f60161e,NA,NA,NA,NA,51,FAC
1819,S517d46ae,NA,NA,58,NA,NA,No FAC
1920,S0a23f78e,NA,NA,NA,NA,75,FAC
1920,Sfaf6b0bf,NA,NA,53,NA,NA,No FAC
1819,Sc9712053,NA,NA,NA,35,NA,No FAC
1920,Sc9712053,NA,NA,NA,46,NA,No FAC
1819,Sdb3a6c4d,NA,NA,89,NA,NA,No FAC
1920,Sb967ae28,NA,NA,64,NA,NA,No FAC
1819,Sd77b394c,NA,NA,0,0,NA,No FAC
1920,Sbc7ffe63,NA,NA,NA,NA,60,FAC
1920,S946a13ce,NA,NA,NA,NA,85,FAC
1819,Sf51f9c2a,NA,NA,NA,45,NA,No FAC
1920,Sf51f9c2a,NA,NA,NA,NA,61,FAC
1920,S6bacd660,NA,NA,NA,NA,84,FAC
1920,S2a948025,NA,NA,50,NA,NA,No FAC
1920,S6fd5d513,NA,NA,NA,NA,9,FAC
1819,S5b537f99,NA,NA,70,NA,NA,No FAC
1920,Sca78233d,NA,NA,NA,NA,80,FAC
1819,S97b82600,NA,NA,70,58,NA,No FAC
1920,Sb0ba4fda,NA,NA,26,NA,NA,No FAC
1920,S51b1ec24,NA,NA,NA,NA,78,FAC
1819,S101614cd,NA,NA,51,49,NA,No FAC
1819,S64f9e576,NA,NA,63,NA,NA,No FAC
1920,S7f4c2b7e,NA,NA,NA,0,NA,No FAC
1819,S865275a7,NA,NA,58,40,NA,No FAC
1819,Sdd0cb126,NA,NA,31,40,NA,No FAC
1920,Sdd0cb126,NA,NA,33,NA,NA,No FAC
1819,S352fff22,NA,NA,65,41,NA,No FAC
1920,S64ef19e2,NA,NA,NA,0,NA,No FAC
1819,S039011d4,NA,NA,76,54,NA,No FAC
1920,Sa7b8ddc8,NA,NA,34,NA,NA,No FAC
1819,S73fa2e53,NA,NA,57,NA,NA,No FAC
1920,S0c103912,NA,NA,NA,60,NA,No FAC
1819,S6d3188a2,NA,NA,0,11,NA,No FAC
1819,Sc0874f94,NA,NA,66,44,NA,No FAC
1819,Sab662665,NA,NA,74,NA,NA,No FAC
1920,Sab662665,NA,NA,NA,NA,79,FAC
1920,S2ac90e19,NA,NA,NA,NA,60,FAC
1920,Sc6821fe5,NA,NA,87,83,NA,No FAC
1819,S5cac3b58,NA,NA,NA,82,NA,No FAC
1920,S5cac3b58,NA,NA,78,NA,NA,No FAC
1920,S007d4239,NA,NA,NA,NA,100,FAC
1819,S7675714d,NA,NA,85,NA,NA,No FAC
1819,S2586fce7,NA,NA,56,NA,NA,No FAC
1920,S9b3ede85,NA,NA,23,NA,NA,No FAC
1819,S2721a442,NA,NA,NA,50,NA,No FAC
1920,Se4545e35,NA,NA,0,NA,83,FAC
1819,S0a63696a,NA,NA,42,0,NA,No FAC
1920,S0a63696a,NA,NA,NA,68,NA,No FAC
1920,S9bd65cb6,NA,NA,NA,NA,85,FAC
1920,S5b1f466c,NA,NA,NA,0,70,FAC
1920,S84fa8f00,NA,NA,47,58,0,FAC
1920,Sa47c2d1b,NA,NA,NA,NA,99,FAC
1920,S83dced6d,NA,NA,NA,NA,47,FAC
1819,S89208059,NA,NA,NA,NA,46,FAC
1819,S89de8b5f,NA,NA,0,NA,NA,No FAC
1819,S352973ab,NA,NA,42,NA,NA,No FAC
1920,Sa16acec3,NA,NA,NA,NA,63,FAC
1920,S13eecf88,NA,NA,54,NA,NA,No FAC
1819,Sf4cd3ebb,NA,NA,83,48,NA,No FAC
1920,Sa21c7942,NA,NA,45,NA,NA,No FAC
1920,Sf58897f1,NA,NA,NA,NA,14,FAC
1920,Sc6555c9f,NA,NA,NA,NA,52,FAC
1819,S76de1d28,NA,NA,0,NA,NA,No FAC
1819,S682321ba,NA,NA,65,NA,NA,No FAC
1920,S57eb1f62,NA,NA,NA,NA,13,FAC
1819,S867d5a10,NA,NA,5,30,NA,No FAC
1920,S867d5a10,NA,NA,53,86,71,FAC
1920,S2035d695,NA,NA,0,NA,NA,No FAC
1920,S9a348fbe,NA,NA,NA,NA,77,FAC
1920,Sb41e0b9e,NA,NA,NA,78,NA,No FAC
1819,Sf1c1a933,NA,NA,0,0,NA,No FAC
1920,Sf84b7386,NA,NA,NA,0,NA,No FAC
1819,S9bb1c02d,NA,NA,66,NA,NA,No FAC
1920,Sbeb6b3bc,NA,NA,NA,88,0,FAC
1920,S88214c01,NA,NA,NA,49,51,FAC
1819,Sd35db6dd,NA,NA,0,NA,NA,No FAC
1920,S71753947,NA,NA,NA,NA,76,FAC
1920,Sfdc1d42d,NA,NA,NA,54,NA,No FAC
1920,S51ecd7a0,NA,NA,0,58,NA,No FAC
1920,Sb79f72d0,NA,NA,NA,NA,76,FAC
1819,Sdc5c50dd,NA,NA,NA,NA,0,FAC
1920,Sdc5c50dd,NA,NA,NA,0,NA,No FAC
1920,Sa588e9c5,NA,NA,47,45,54,FAC
1920,S3010e13e,NA,NA,NA,0,NA,No FAC
1920,S380b4ec5,NA,NA,NA,57,NA,No FAC
1920,Sb2ebde7d,NA,NA,0,0,50,FAC
1819,Sda3c0484,NA,NA,53,48,NA,No FAC
1920,Sa308d6f0,NA,NA,35,0,NA,No FAC
1920,Sa5bf2a91,NA,NA,NA,0,NA,No FAC
2021,S300b0c40,NA,NA,NA,NA,78,FAC
1819,S57aa82c5,NA,NA,59,50,NA,No FAC
1819,S58a06745,NA,NA,56,40,68,FAC
1920,S412e5ed9,NA,NA,NA,43,NA,No FAC
2021,S8b9191d0,NA,NA,0,NA,NA,No FAC
1920,Sf95632a6,NA,NA,0,NA,NA,No FAC
1920,S3872996f,NA,NA,NA,93,58,FAC
1819,Sdf8feeef,NA,NA,75,NA,NA,No FAC
1819,Sceda00b2,NA,NA,85,NA,NA,No FAC
1819,Se924a427,NA,NA,NA,63,NA,No FAC
1920,Sc3fd9b93,NA,NA,0,NA,NA,No FAC
1819,S1607cbd9,NA,NA,54,NA,NA,No FAC
1819,S99c57a70,NA,NA,67,52,NA,No FAC
1819,S3bc722e8,NA,NA,26,NA,NA,No FAC
1920,S23523d9f,NA,NA,NA,NA,87,FAC
1819,S42ad947f,NA,NA,79,NA,NA,No FAC
1819,S2a0d6219,NA,NA,64,NA,NA,No FAC
1819,S1f5e25d1,NA,NA,91,NA,NA,No FAC
1920,Sb83c9e98,NA,NA,NA,NA,77,FAC
1819,Sd06bd390,NA,NA,34,NA,NA,No FAC
1819,S58b82842,NA,NA,NA,0,NA,No FAC
1920,S076854de,NA,NA,0,NA,NA,No FAC
1819,S2c7ee424,NA,NA,NA,NA,61,FAC
1920,Sfda04c80,NA,NA,NA,NA,63,FAC
1819,S4bc9e394,NA,NA,99,NA,NA,No FAC
1920,S11e4143c,NA,NA,NA,NA,47,FAC
1920,S2fe838c9,NA,NA,NA,NA,53,FAC
1819,S072a7d5c,NA,NA,69,77,NA,No FAC
1819,S7ede49f1,NA,NA,NA,41,NA,No FAC
1920,S5a31a9e0,NA,NA,NA,NA,99,FAC
1920,S2fc57eb0,NA,NA,65,NA,NA,No FAC
1920,S3a0ba058,NA,NA,35,NA,NA,No FAC
2021,Sdb28674c,NA,NA,NA,NA,17,FAC
1920,S81842b83,NA,NA,52,NA,NA,No FAC
1920,Sf0579b43,NA,NA,40,66,NA,No FAC
2021,Sa195ce6b,NA,NA,89,NA,NA,No FAC
1920,Scf08e268,NA,NA,64,NA,NA,No FAC
1920,S0a4b5f19,NA,NA,56,94,NA,No FAC
1920,S903b1f47,NA,NA,47,58,NA,No FAC
1920,Sc3889664,NA,NA,0,0,NA,No FAC
2021,Sc3889664,NA,NA,8,NA,NA,No FAC
1920,S6e029186,NA,NA,72,79,NA,No FAC
1920,Sf5e91563,NA,NA,NA,94,NA,No FAC
1920,S1854c611,NA,NA,66,82,18,FAC
1920,S584b9d29,NA,NA,59,88,NA,No FAC
1920,Se0db06c4,NA,NA,65,NA,NA,No FAC
2021,Sd21d9ee0,NA,NA,35,NA,61,FAC
1920,S1d0abdbe,NA,NA,0,0,NA,No FAC
2021,S1d0abdbe,NA,NA,0,NA,NA,No FAC
2021,S6e60ab52,NA,NA,61,NA,NA,No FAC
1920,S8a6138f6,NA,NA,43,NA,NA,No FAC
1920,S80aa7dd4,NA,NA,NA,NA,75,FAC
2021,Sff1a3117,NA,NA,49,NA,NA,No FAC
2021,S3442601b,NA,NA,15,NA,NA,No FAC
1920,Sb391cfbc,NA,NA,68,83,NA,No FAC
2021,Sc6251c65,NA,NA,0,NA,NA,No FAC
1920,S1e7919c8,NA,NA,52,NA,NA,No FAC
2021,S6bc6bc30,NA,NA,58,NA,NA,No FAC
1920,S89334802,NA,NA,72,82,NA,No FAC
1920,S052f23d2,NA,NA,87,NA,NA,No FAC
1920,Sbc640dac,NA,NA,55,86,NA,No FAC
1920,S8a73fb03,NA,NA,NA,NA,75,FAC
1920,Saa56dc22,NA,NA,45,53,NA,No FAC
1920,S1471ce0f,NA,NA,57,65,NA,No FAC
2021,Sc8b17053,NA,NA,NA,NA,65,FAC
1920,S106d97ae,NA,NA,77,99,NA,No FAC
1920,S6f0d4da9,NA,NA,0,0,0,FAC
2021,Se673e8a3,NA,NA,NA,NA,77,FAC
2021,Sf9c1cc8e,NA,NA,74,NA,NA,No FAC
2021,Sf10ebf71,NA,NA,0,NA,NA,No FAC
1920,Sc8534395,NA,NA,90,89,NA,No FAC
1920,Sfbacb6a6,NA,NA,NA,NA,0,FAC
1920,Se0db2d9f,NA,NA,NA,NA,53,FAC
2021,S942ac9ef,NA,NA,6,NA,NA,No FAC
2021,S4dbadc72,NA,NA,53,NA,NA,No FAC
1920,Saf19a5fc,NA,NA,58,NA,NA,No FAC
2021,Se5cce2d1,NA,NA,NA,NA,87,FAC
2021,S8c28916b,NA,NA,71,NA,NA,No FAC
1920,S4bb0c543,NA,NA,NA,NA,65,FAC
1920,Sc2da2f35,NA,NA,70,77,NA,No FAC
1920,Sebddbf59,NA,NA,32,85,NA,No FAC
1920,Sb48c0d03,NA,NA,NA,NA,71,FAC
1920,S8e622dab,NA,NA,65,NA,NA,No FAC
1920,S7dcaab3a,NA,NA,69,NA,NA,No FAC
2021,S3eca9595,NA,NA,87,NA,NA,No FAC
1920,Sfb9d1239,NA,NA,NA,NA,65,FAC
1920,S89907880,NA,NA,NA,NA,64,FAC
2021,S9c88bc25,NA,NA,75,NA,NA,No FAC
1920,Se32880fb,NA,NA,NA,80,NA,No FAC
1920,S8d3f61be,NA,NA,0,56,NA,No FAC
1920,S15de0864,NA,NA,31,93,NA,No FAC
1920,S95b4f5e1,NA,NA,NA,NA,58,FAC
1920,S1f8195cb,NA,NA,79,48,NA,No FAC
1920,Sf8e84f67,NA,NA,NA,NA,86,FAC
1920,Sdf34d5af,NA,NA,44,91,NA,No FAC
1920,Sf3f9e6e1,NA,NA,48,86,NA,No FAC
1920,Se04b2131,NA,NA,0,0,NA,No FAC
2021,S6331b8c5,NA,NA,69,NA,NA,No FAC
2021,Sad5f6ce6,NA,NA,92,NA,86,FAC
2021,Saa65a8a8,NA,NA,NA,NA,36,FAC
1920,Sbcd7eed7,NA,NA,82,NA,NA,No FAC
1920,S4286eb37,NA,NA,93,NA,NA,No FAC
1920,Safcc832b,NA,NA,NA,NA,59,FAC
1920,S7bd01453,NA,NA,NA,76,NA,No FAC
1920,Sf82e6d91,NA,NA,NA,NA,79,FAC
1920,S2f47829f,NA,NA,55,NA,NA,No FAC
2021,Sbc01d1b2,NA,NA,NA,NA,87,FAC
2021,S7d38f0ce,NA,NA,0,NA,NA,No FAC
2021,S417b06ad,NA,NA,NA,NA,79,FAC
2021,Saa8c2325,NA,NA,53,NA,NA,No FAC
2021,Sf186ac51,NA,NA,NA,NA,46,FAC
2021,S47cc642f,NA,NA,NA,NA,80,FAC
2021,Scdd47318,NA,NA,60,NA,NA,No FAC
2021,Sd34b00ff,NA,NA,67,NA,NA,No FAC
2021,S4b164ba1,NA,NA,NA,NA,84,FAC
2021,S7cced902,NA,NA,0,NA,NA,No FAC
2021,S7215a607,NA,NA,NA,NA,70,FAC
2021,S637c888e,NA,NA,0,NA,NA,No FAC
2021,S74bdfdd8,NA,NA,0,NA,NA,No FAC
2021,S011c384a,NA,NA,NA,NA,86,FAC
2021,S42f6dc7c,NA,NA,NA,NA,83,FAC
2021,S651b2232,NA,NA,81,NA,NA,No FAC
2021,S8c233f7c,NA,NA,71,NA,NA,No FAC
2021,S7d8ea3a6,NA,NA,NA,NA,67,FAC
2021,S0075e1d0,NA,NA,NA,NA,79,FAC
2021,S68e9a2c3,NA,NA,NA,NA,82,FAC
2021,Sb6c39140,NA,NA,NA,NA,78,FAC
2021,S589e0035,NA,NA,NA,NA,75,FAC
2021,S47267eaf,NA,NA,51,NA,NA,No FAC
2021,S40dfc346,NA,NA,0,NA,NA,No FAC
2021,Sa728ee71,NA,NA,NA,NA,59,FAC
